GID	control_0h	experimental_1h	experimental_2h	experimental_4h	control_1h	control_2h	control_4h	experimental_0h
Cre01.g040150	0.0408407	0.998487	2.38187	0.0341	1.63931	3.52251	0.140425	1.62621
Cre01.g040200	29.7402	21.4298	25.1008	33.9004	22.5519	26.4093	29.2541	22.3283
Cre01.g040250	11.8327	10.2211	15.1242	11.3233	10.688	14.2721	10.9897	11.131
Cre01.g040300	5.03919	5.54697	11.0028	3.98099	5.83215	8.95072	8.65109	10.6858
Cre01.g040350	1.55356	1.3565	0.896446	1.46342	1.39857	1.15254	2.58103	1.72797
Cre01.g040379	1.65847	0.669958	1.15348	1.22915	0.547772	0.948894	1.58375	0.942081
Cre01.g040400	11.7388	13.5677	12.022	11.1325	11.807	10.5435	10.0828	13.2759
Cre01.g040450	38.9813	26.9198	32.3435	37.784	28.5224	32.5932	33.7238	21.6852
Cre01.g040500	12.0811	14.1019	13.737	11.8507	13.4375	14.2712	10.8909	14.5134
Cre01.g040550	2.8987	2.98876	1.94364	3.0067	3.07295	1.79574	4.24083	3.60503
Cre01.g040600	3.54274	3.67	3.28291	2.98418	3.38812	2.91488	3.06866	4.17562
Cre01.g040701	107.503	85.1634	102.312	98.1218	75.3734	107.108	72.1566	65.8781
Cre01.g040801	0.102563	0.35604	0.226013	0.0809661	0.524252	0.267662	0.0791274	0.429659
Cre01.g040850	1.65795	3.18161	2.3643	1.90882	3.75465	2.65004	1.97104	3.4964
Cre01.g040900	18.0516	29.2769	18.6018	22.1537	25.7858	16.3831	19.8526	31.1746
Cre01.g040950	0.078438	0.157825	0.167967	0.233356	0.444893	0.128681	1.00631	0.439665
Cre01.g041000	170.983	77.6364	106.377	161.409	74.3643	97.6615	138.19	52.1636
Cre01.g041050	23.6063	11.4144	7.78927	27.0727	14.517	8.84319	18.2296	10.0402
Cre01.g041100	8.7797	5.70934	6.47105	7.59039	5.63015	6.60118	8.06842	4.51427
Cre01.g041150	4.52803	7.52981	9.88031	4.41333	8.89943	10.0057	5.00152	9.05992
Cre01.g041200	0.685622	1.29016	1.10537	0.772837	1.63609	1.23658	1.36907	3.58503
Cre01.g041256	4.78843	2.67202	3.18069	4.94195	3.3201	3.86701	5.20894	3.44319
Cre01.g041300	3.90184	3.88014	4.52557	3.77945	3.62897	4.395	4.23967	4.21294
Cre01.g041351	3.44537	2.04918	2.92653	3.11971	1.96284	2.77979	3.08971	1.54679
Cre01.g041400	5.82692	8.19329	9.82968	6.24342	8.3784	9.75499	6.22935	9.67726
Cre01.g041450	14.6894	4.39814	5.48034	13.1614	3.53413	4.90373	12.5579	3.20823
Cre01.g041500	1.0704	1.61705	1.50795	0.932846	1.59777	1.61007	1.07381	1.74291
Cre01.g041550	4.35606	6.62033	7.92094	4.12641	7.24701	8.15357	4.74253	7.65914
Cre01.g041583	0	0	0	0	0	0	0	0
Cre01.g041650	0.834629	1.29743	1.28823	0.621056	1.60442	1.01196	1.1185	2.46883
Cre01.g041667	0	0	0.0108852	0	0	0	0	0
Cre01.g041752	0.276995	0.115165	0.124749	0.288921	0.104721	0.219868	0.0706128	0.0893488
Cre01.g041800	0.868041	1.6943	1.13537	0.792486	1.71316	0.784205	1.01844	1.9171
Cre01.g041850	2.62326	2.12	3.19416	2.71509	1.76016	2.99615	2.23664	1.47894
Cre01.g041950	3.29631	4.71288	6.38591	3.40925	5.56979	6.86898	3.61736	5.13843
Cre01.g042000	1.18719	1.2001	1.30984	0.973512	0.747587	1.00971	0.83916	1.00967
Cre01.g042050	9.43505	8.11248	7.89692	10.7715	8.23531	7.678	13.8261	11.2059
Cre01.g042100	0.0255408	0.0170169	0.00405581	0.0119849	0.00177573	0.00470467	0	0.0101236
Cre01.g042150	6.16006	4.45474	4.568	5.85269	4.75652	4.75401	6.23362	3.95856
Cre01.g042200	520.533	415.96	279.423	617.888	480.493	311.927	579.817	491.039
Cre01.g042250	0.760251	0.74333	0.617236	0.78569	0.734045	0.523969	0.534943	0.932816
Cre01.g042300	4.09179	5.20026	5.20037	7.34316	6.78725	6.89546	7.19731	6.07294
Cre01.g042450	6.10734	5.29783	3.0246	4.79009	5.49395	2.97402	2.22289	3.77314
Cre01.g042550	35.0182	24.8587	24.4601	36.5425	21.7755	25.5466	32.6604	14.001
Cre01.g042600	0	0	0	0	0	0	0	0.0381105
Cre01.g042650	0	0	0	0	0	0	0	0
Cre01.g042700	0.114758	0.0575634	0.0155545	0.0989385	0.0184717	0	0.13873	0.0160831
Cre01.g042750	1345.52	1060.28	700.035	1678.89	1358.76	838.906	874.77	750.269
Cre01.g042800	50.1061	57.2249	81.4485	51.6352	64.8198	82.4361	64.5878	44.631
Cre01.g042850	13.5861	10.1947	12.4732	18.4576	9.8584	10.5947	22.9345	13.8429
Cre01.g042900	20.0643	13.7502	20.2347	15.8549	12.7895	17.4438	15.5277	13.2625
Cre01.g042950	35.7829	37.5456	41.8759	46.0626	50.182	47.373	43.4874	40.2266
Cre01.g043000	3.53691	4.59684	5.33128	3.01673	4.9566	5.32864	3.71621	5.37832
Cre01.g043050	15.4739	11.4304	10.8375	12.6539	8.4176	8.80947	14.0425	12.9332
Cre01.g043100	22.5773	11.8572	13.4284	20.8464	11.2406	11.9177	24.5478	11.7081
Cre01.g043150	24.234	14.4781	14.1932	22.4245	14.9487	13.9334	20.9049	20.8284
Cre01.g043200	79.9693	56.3675	60.4961	74.8659	53.673	63.0725	123.427	44.3306
Cre01.g043250	3.05427	2.57851	3.96213	2.62729	2.44739	2.71027	2.58942	1.7258
Cre01.g043300	4.02406	2.94271	2.03911	4.05415	3.06828	2.28001	1.97136	2.05061
Cre01.g043350	87.5669	61.3062	81.5309	141.365	86.6614	99.9422	412.299	144.511
Cre01.g043400	4.53801	3.16832	3.53586	4.34815	3.04648	3.56572	3.52744	2.65588
Cre01.g043450	26.1392	14.9736	18.4584	23.5953	17.5693	19.3647	28.5497	18.7312
Cre01.g043500	4.61771	3.61244	4.83754	4.37447	4.07301	5.02596	4.5454	4.43538
Cre01.g043550	2.76018	1.87573	0.700597	2.51695	1.3714	0.721495	1.96302	1.82838
Cre01.g043600	2.92716	2.41138	4.43764	2.91868	2.97581	4.33961	2.82581	3.8246
Cre01.g043650	1.96786	2.1602	1.68158	1.7085	1.69878	1.60087	1.53703	2.14499
Cre01.g043700	1.20278	1.54116	2.18886	1.26791	1.88611	2.19494	1.32158	1.50579
Cre01.g043750	12.0703	13.594	13.2161	10.943	11.1208	11.137	9.4979	11.9428
Cre01.g043800	1.40877	3.61835	2.55857	1.25516	3.06489	1.98128	1.28124	5.36914
Cre01.g043817	0.184055	0.0520106	0.0383171	0.153398	0.0643253	0.0554199	0.0777522	0
Cre01.g043850	4.29508	5.63721	5.13001	3.9913	6.70479	5.12569	4.03861	6.20186
Cre01.g043901	0	0	0	0	0	0	0	0
Cre01.g043950	4.51132	2.43248	11.4141	5.35945	3.76285	11.9599	2.88824	3.29983
Cre01.g044000	38.0539	31.8568	34.3068	33.4174	25.3108	31.9169	34.5239	26.9393
Cre01.g044050	543.973	538.94	452.354	645.586	599.032	531.301	538.228	424.662
Cre01.g044100	18.672	14.5502	16.1072	19.2019	17.1861	16.9987	21.5179	23.1391
Cre01.g044150	2.24183	2.79615	1.8102	2.26651	2.53862	1.86215	3.00675	1.98074
Cre01.g044200	4.45251	4.88588	4.00476	4.15602	4.11078	3.98843	3.98945	4.55612
Cre01.g044250	0.37616	1.19944	0.798423	0.33423	1.32001	0.889586	0.402876	1.58933
Cre01.g044276	0	0.00346183	0	0	0.00391068	0.00829217	0	0
Cre01.g044300	0.314527	0.0454278	0.00493546	0.194988	0.0472367	0.0119001	0.00291951	0.0243552
Cre01.g044350	1.91354	4.26211	2.88728	1.9509	4.92885	2.71227	1.93423	4.63834
Cre01.g044400	24.8714	19.0097	20.7224	20.7866	16.1429	19.2766	22.4318	14.6147
Cre01.g044450	1.41216	1.60901	1.68933	1.11838	1.37178	1.54364	1.46262	1.42037
Cre01.g044550	15.2207	18.7825	21.873	14.8192	17.1422	23.0078	18.5115	18.6816
Cre01.g044600	24.6037	27.9632	27.612	27.5608	30.3165	29.6713	26.3984	22.6694
Cre01.g044650	24.5126	26.2567	30.3625	24.7423	24.8482	29.9762	27.8615	22.9152
Cre01.g044700	7.69931	6.68905	5.79337	7.8548	7.17768	6.5429	8.49718	4.77099
Cre01.g044750	13.4896	14.3872	13.704	12.0418	10.5529	11.397	9.7527	9.46521
Cre01.g044800	253.946	384.184	152.657	428.943	572.606	209.812	234.516	301.197
Cre01.g044850	1.20413	1.44501	1.07746	1.63706	1.97274	1.43877	1.43164	1.32388
Cre01.g044900	3.05666	3.95519	4.9787	2.7868	3.67687	4.17136	2.5799	4.20456
Cre01.g044950	0.00209561	0.0050807	0.00367517	0.00377111	0.00570054	0.00781013	0	0.0017724
Cre01.g045000	0.130707	0.139018	0.141428	0.141135	0.203282	0.221284	0.0886552	0.18553
Cre01.g045050	0	0	0	0	0	0.00938995	0	0.036132
Cre01.g045100	63.2282	60.4432	59.2617	77.5403	57.8394	66.5375	69.7186	42.8877
Cre01.g045150	2.49119	2.29723	2.95684	2.0206	1.47629	2.4809	2.11888	2.80655
Cre01.g045200	65.0987	4.58252	22.0267	54.9778	2.48435	27.0396	26.0899	1.63539
Cre01.g045350	10.4876	14.716	12.4	9.15789	12.0878	9.58189	8.3458	13.8599
Cre01.g045450	8.3454	4.94399	4.43019	8.53497	4.63218	5.06199	10.8714	6.30202
Cre01.g045500	1.67093	1.73955	1.65975	1.33416	1.62166	1.55439	1.4229	2.07392
Cre01.g045550	295.715	283.592	287.838	354.492	352.175	348.567	289.204	171.415
Cre01.g045600	5.59071	6.63287	7.99466	6.30507	8.57671	9.92611	7.37429	6.73434
Cre01.g045601	1.85842	2.12138	3.11413	2.0461	2.18981	3.23341	2.96106	2.26914
Cre01.g045640	4.45772	4.32162	4.46162	4.55262	4.6565	4.32921	5.02371	5.44598
Cre01.g045650	8.61611	12.1925	9.36085	10.1599	16.4561	11.5846	9.17521	25.6685
Cre01.g045700	2.67817	7.539	5.39164	3.19233	8.39822	5.09442	5.12119	5.77273
Cre01.g045800	6.6886	6.49708	6.74898	6.53569	6.4262	5.74383	7.58724	7.4239
Cre01.g045825	2.46177	1.15201	1.42263	2.81028	1.57524	1.59127	2.3251	1.26692
Cre01.g045850	0.0463054	0.0403521	0.0260815	0.0433281	0.0137697	0.0188114	0.0498296	0.0172195
Cre01.g045902	10.9199	8.97177	13.8399	10.4733	11.4809	12.8617	11.9878	7.88891
Cre01.g045903	2.6541	3.47482	3.42844	3.17224	4.0733	4.65403	3.7758	3.94208
Cre01.g045950	6.08021	12.9867	9.95931	5.32913	10.1877	8.57985	5.05788	11.6717
Cre01.g046052	0.581446	0.664086	0.577998	0.58609	0.719647	0.601244	0.506727	0.783852
Cre01.g046150	7.31816	6.62787	6.64223	7.03538	7.88018	7.28056	7.57638	8.69684
Cre01.g046237	2.09672	1.96247	2.32402	2.05925	2.45874	2.7246	2.32321	2.23891
Cre01.g046324	0.545122	0.620784	0.511009	0.615035	0.716335	0.494494	0.475176	0.783007
Cre01.g046450	0	0.00740934	0.00932678	0	0	0	0	0
Cre01.g046500	0.0718914	0	0.058379	0.0493485	0	0.0457145	0.0252761	0
Cre01.g046501	0	0	0	0	0	0	0	0
Cre01.g046600	0.646392	0.876765	1.2859	0.703052	1.15486	0.937639	0.84063	0.785321
Cre01.g046650	0.0179034	0.0369563	0.0632907	0.0149052	0.0497062	0.0372834	0.00252866	0.00714151
Cre01.g046652	15.3112	15.522	23.8027	14.3584	14.2755	19.7357	21.0286	13.9899
Cre01.g046800	44.4121	57.753	57.8902	51.3021	74.0298	64.6117	50.0094	66.0084
Cre01.g046850	59.7009	68.5432	64.7347	54.9233	49.515	56.6102	48.7822	35.0347
Cre01.g046950	0	0.164265	0.0528093	0.0578425	0.0759262	0.0549963	0	0.156785
Cre01.g047001	8.44307	11.0848	15.4516	6.6891	7.34089	12.8856	5.89612	8.70663
Cre01.g047100	0.0145993	0.0338204	0.0335942	0.00615303	0.00983154	0.0196384	0.00861589	0.0306279
Cre01.g047200	0.147423	0.102821	0.187484	0.0517421	0.0505577	0.143783	0.0862913	0.027388
Cre01.g047218	0.0102379	0	0.00924898	0	0	0.0101908	0.00459815	0.00655338
Cre01.g047229	7.65236	6.45388	7.71448	8.87463	6.28119	8.89806	7.29411	4.13182
Cre01.g047265	51.6875	32.923	43.3194	67.1083	36.1739	51.5482	57.1182	34.0515
Cre01.g047300	5.23145	5.64958	4.61064	4.34833	3.07241	4.33847	3.20421	3.60654
Cre01.g047350	1.13826	0.871729	0.913599	0.999091	0.490832	0.603335	0.907163	0.59901
Cre01.g047400	0.467133	0.648756	0.644425	0.433866	0.563322	0.660523	0.426243	0.848966
Cre01.g047450	4.54341	3.81165	4.62671	4.17087	3.90583	4.2028	5.29604	4.7383
Cre01.g047500	1.41641	1.73983	2.63144	0.909483	1.4803	1.93083	1.88083	2.41251
Cre01.g047550	65.3979	55.9415	62.1707	75.7346	51.6345	69.6085	55.1371	27.7979
Cre01.g047600	5.06324	4.44335	2.54266	6.1677	4.6848	2.73431	8.18847	4.78041
Cre01.g047650	0.891135	1.34942	0.722684	1.32896	1.74358	1.08804	1.49378	2.57378
Cre01.g047700	38.2671	29.958	26.3851	40.6876	30.3304	29.4048	30.189	17.5773
Cre01.g047750	2332.56	1259.9	1251.86	2460.63	1271.77	1235.22	2224.74	1452.85
